ID_pedido,ID_proveedor,Fecha,Estado
pedi01234dfknrJ,provAgC974SP,22/09/2023,['Almacenado']
pedi01234glqryH,provLin564UK,22/09/2023,['De Camino']
pedi01234imBHNS,provSpe920UK,22/09/2023,['Por hacer']
pedi01234ailsSW,provPuG251FR,22/09/2023,['Pagado']
pedi01234duMQTY,provEne685UK,22/09/2023,['Pagado']
pedi01234lyHJPQ,provPIS094IT,22/09/2023,['De Camino']
pedi01234tzBMNR,provGUW155UK,22/09/2023,['Distribuido']
pedi01234bsEJQY,provGla159UK,22/09/2023,['Pagado']
pedi01234entGMP,provTBG804UK,22/09/2023,['Almacenado']
pedi01234etwEHT,provAsS129IT,22/09/2023,['De Camino']
pedi01234lCJRWX,provTF1453FR,22/09/2023,['Recibido']
pedi01234cdnvyK,provEif549FR,22/09/2023,['Distribuido']
pedi01234jmCGJO,provKUK710GE,22/09/2023,['Por hacer']
pedi01234ijrwBL,provPIS094IT,22/09/2023,['Distribuido']
pedi01234bmrDFS,provPuG251FR,22/09/2023,['Por hacer']
pedi01234knxFNV,provDeo025SP,22/09/2023,['Por hacer']
pedi01234bjuHUX,provAgC974SP,22/09/2023,['De Camino']
pedi01234agksDK,provRat613GE,22/09/2023,['Almacenado']
pedi01234emAQXZ,provRat613GE,21/09/2023,['Almacenado']
pedi01234jxIMQS,provXXX959FR,21/09/2023,['Por hacer']
pedi01234glEJRS,provHSH047UK,21/09/2023,['Pagado']
pedi01234lqyCNR,provRat613GE,21/09/2023,['Pagado']
pedi01234uCMTUV,provHeM574GE,21/09/2023,['De Camino']
pedi01234lmpvyY,provSMI564UK,21/09/2023,['Almacenado']
pedi01234dCMNRZ,provBGS521IT,21/09/2023,['Almacenado']
pedi01234ghNOPV,provBGS521IT,21/09/2023,['De Camino']
pedi01234nrwQRZ,provWhi166UK,21/09/2023,['Distribuido']
pedi01234imtwAW,provTF1453FR,21/09/2023,['Pagado']
pedi01234fqrFLM,provOSG835UK,21/09/2023,['Almacenado']
pedi01234egqOQY,provTIS088SP,21/09/2023,['Por hacer']
pedi01234AHJOTZ,provAgC974SP,21/09/2023,['Almacenado']
pedi01234cdpuyC,provSpe920UK,21/09/2023,['Por hacer']
pedi01234fimpDZ,provASI979UK,21/09/2023,['Distribuido']
pedi01234etESTX,provAsS129IT,21/09/2023,['Por hacer']
pedi01234dftABZ,provBGS521IT,21/09/2023,['Pagado']
pedi01234luCGMW,provGla159UK,21/09/2023,['Almacenado']
pedi01234wxPUWZ,provKUK710GE,21/09/2023,['Pagado']
pedi01234fmnrwT,provKUK710GE,21/09/2023,['Pagado']
pedi01234hpqCGP,provViE732UK,21/09/2023,['Pagado']
pedi01234ghoqsW,provTF1453FR,21/09/2023,['De Camino']
pedi01234ikmoqM,provTBB562UK,20/09/2023,['De Camino']
pedi01234bmDMPY,provPuG251FR,20/09/2023,['De Camino']
pedi01234fjnszU,provPen195UK,20/09/2023,['Pagado']
pedi01234hvwJOU,provMaM160UK,20/09/2023,['Por hacer']
pedi01234dpyJKR,provSFS792IT,20/09/2023,['De Camino']
pedi01234lnzFOQ,provPrC249SP,20/09/2023,['Almacenado']
pedi01234frsJVZ,provGUW155UK,20/09/2023,['Distribuido']
pedi01234cfquHU,provZSS361SP,20/09/2023,['Por hacer']
pedi01234nryzHJ,provPIS094IT,20/09/2023,['Almacenado']
pedi01234huCDFM,provDuF994SP,20/09/2023,['Pagado']
pedi01234ruxBDU,provMaM160UK,20/09/2023,['Almacenado']
pedi01234cnsAFV,provMor734GE,20/09/2023,['Distribuido']
pedi01234szCPTY,provKUK710GE,20/09/2023,['Distribuido']
pedi01234jFGIPY,provKUK710GE,20/09/2023,['Almacenado']
pedi01234cdfsvO,provViE732UK,20/09/2023,['De Camino']
pedi01234cjKPTW,provEdF497FR,20/09/2023,['Distribuido']
pedi01234cvzQRU,provDia214UK,20/09/2023,['De Camino']
pedi01234ciklRZ,provTal685SP,20/09/2023,['Por hacer']
pedi01234fgxFRV,provEvo408GE,20/09/2023,['Pagado']
pedi01234dpFNQT,provXXX959FR,20/09/2023,['Pagado']
pedi01234ezCGPX,provEvo408GE,20/09/2023,['Pagado']
pedi01234crzCDJ,provInS880IT,20/09/2023,['Pagado']
pedi01234rzBPSU,provDPG813FR,20/09/2023,['Almacenado']
pedi01234hqxzFM,provKUK710GE,20/09/2023,['Almacenado']
pedi01234gstMOY,provEMC389IT,20/09/2023,['Pagado']
pedi01234ckpqAH,provNUB454GE,20/09/2023,['Distribuido']
pedi01234mpyzDQ,provAgC974SP,19/09/2023,['Por hacer']
pedi01234lvwFSV,provRCP385UK,19/09/2023,['De Camino']
pedi01234eklzDS,provPen195UK,19/09/2023,['Distribuido']
pedi01234fikmJT,provXXX959FR,19/09/2023,['Pagado']
pedi01234dmwENW,provVVB039GE,19/09/2023,['Distribuido']
pedi01234msuvJV,provVos971GE,19/09/2023,['Pagado']
pedi01234knCDGV,provMaM160UK,19/09/2023,['Almacenado']
pedi01234cfjqGJ,provCro019GE,19/09/2023,['Recibido']
pedi01234goGIKU,provPen195UK,19/09/2023,['Distribuido']
pedi01234djlqvC,provCom628UK,19/09/2023,['Recibido']
pedi01234ntEIJO,provEne685UK,19/09/2023,['Por hacer']
pedi01234bduAFV,provAsS129IT,19/09/2023,['Almacenado']
pedi01234afxDIU,provTF1453FR,19/09/2023,['Por hacer']
pedi01234bdfvOY,provLDC071FR,19/09/2023,['Por hacer']
pedi01234abrvwA,provHeM574GE,19/09/2023,['Pagado']
pedi01234nosxBD,provUni273IR,19/09/2023,['Por hacer']
pedi01234gmnBKU,provEdF497FR,19/09/2023,['De Camino']
pedi01234gpGJQS,provGla904IR,19/09/2023,['Distribuido']
pedi01234bdeksy,provEvo408GE,19/09/2023,['De Camino']
pedi01234ehjrxV,provMor734GE,18/09/2023,['Distribuido']
pedi01234fxHLNV,provPIS094IT,18/09/2023,['Pagado']
pedi01234gkqEMW,provCro019GE,18/09/2023,['Por hacer']
pedi01234cfgtLX,provKUK710GE,18/09/2023,['Pagado']
pedi01234rDGHVW,provSac959SP,18/09/2023,['Pagado']
pedi01234fijyKO,provHA&069GE,18/09/2023,['Por hacer']
pedi01234cfjxGU,provASI979UK,18/09/2023,['Por hacer']
pedi01234fhqORS,provViE732UK,18/09/2023,['Pagado']
pedi01234knyBFN,provRot145UK,18/09/2023,['Recibido']
pedi01234gsyIQZ,provSiH990GE,18/09/2023,['Recibido']
pedi01234mrEKLR,provVVB039GE,18/09/2023,['De Camino']
pedi01234lmJKUY,provInS880IT,18/09/2023,['Pagado']
pedi01234fgoKNO,provAnt183SP,18/09/2023,['De Camino']
pedi01234guxJNR,provOHL343SP,18/09/2023,['De Camino']
pedi01234txyzRT,provUni273IR,18/09/2023,['Distribuido']
pedi01234epvGOX,provEQT795IR,17/09/2023,['Distribuido']
pedi01234ghERTX,provTF1453FR,17/09/2023,['Recibido']
pedi01234jqAHPV,provEdF497FR,17/09/2023,['Pagado']
pedi01234cCDEFI,provSMI564UK,17/09/2023,['Por hacer']
pedi01234lsxJMY,provEne004IT,17/09/2023,['De Camino']
pedi01234iotDEM,provKUK710GE,17/09/2023,['Por hacer']
pedi01234floxyM,provEvo408GE,17/09/2023,['Por hacer']
pedi01234bkwCQR,provEdF497FR,17/09/2023,['De Camino']
pedi01234floAGI,provDeo025SP,17/09/2023,['Por hacer']
pedi01234ceILQR,provPIS094IT,17/09/2023,['Recibido']
pedi01234ciuFGZ,provKUK710GE,17/09/2023,['Pagado']
pedi01234iuCGKV,provOrS801IT,17/09/2023,['Pagado']
pedi01234aGLQSX,provDia214UK,17/09/2023,['Pagado']
pedi01234jpvIKL,provRat613GE,17/09/2023,['Pagado']
pedi01234jloyCO,provMed974GE,17/09/2023,['Pagado']
pedi01234kuvHNX,provSpe920UK,17/09/2023,['Por hacer']
pedi01234ezFKPV,provRDM331IT,16/09/2023,['Recibido']
pedi01234otHLMW,provAsS129IT,16/09/2023,['Distribuido']
pedi01234dCDGUZ,provAIG289SP,16/09/2023,['Pagado']
pedi01234dgloyW,provPen195UK,16/09/2023,['Pagado']
pedi01234ahxDLV,provEvo408GE,16/09/2023,['De Camino']
pedi01234ltzGKL,provSaS872IT,16/09/2023,['Almacenado']
pedi01234bgqtuS,provUAS964IT,16/09/2023,['Pagado']
pedi01234fjquOT,provTBG804UK,16/09/2023,['Almacenado']
pedi01234elJMQY,provAnt183SP,16/09/2023,['Recibido']
pedi01234CFLQSW,provEvo408GE,16/09/2023,['Distribuido']
pedi01234cqtvLQ,provVVB039GE,16/09/2023,['Distribuido']
pedi01234GIRUWY,provPVT362GE,16/09/2023,['De Camino']
pedi01234pqzEMO,provTF1453FR,16/09/2023,['Por hacer']
pedi01234eikwAL,provMaC196IR,16/09/2023,['Por hacer']
pedi01234fryQUZ,provHSH047UK,16/09/2023,['Distribuido']
pedi01234moqswL,provRMS001IT,16/09/2023,['Pagado']
pedi01234bipUXY,provRat613GE,16/09/2023,['Distribuido']
pedi01234coqyzW,provKUK710GE,16/09/2023,['De Camino']
pedi01234adjEGW,provXXX959FR,16/09/2023,['Por hacer']
pedi01234uyEMRY,provTF1453FR,16/09/2023,['Por hacer']
pedi01234bmrHIT,provBGS521IT,16/09/2023,['Pagado']
pedi01234abnyDL,provSac959SP,16/09/2023,['Por hacer']
pedi01234cqDHNT,provGES446SP,16/09/2023,['Distribuido']
pedi01234juvADE,provGDA071SP,16/09/2023,['Por hacer']
pedi01234gioCIQ,provSiH990GE,16/09/2023,['Almacenado']
pedi01234hBFPVZ,provAsS129IT,16/09/2023,['De Camino']
pedi01234bpqBGU,provKUK710GE,16/09/2023,['Distribuido']
pedi01234amtGHZ,provSpe920UK,15/09/2023,['Distribuido']
pedi01234pxyBCX,provEQT795IR,15/09/2023,['Por hacer']
pedi01234girzJZ,provKUK710GE,15/09/2023,['Distribuido']
pedi01234otyMRU,provAgC974SP,15/09/2023,['De Camino']
pedi01234abclVX,provVos971GE,15/09/2023,['De Camino']
pedi01234jpvyDP,provPIS094IT,15/09/2023,['Distribuido']
pedi01234ksAHIW,provFaB915SP,15/09/2023,['Almacenado']
pedi01234iCFQRZ,provEvo408GE,15/09/2023,['Pagado']
pedi01234ahtuvN,provSiH990GE,15/09/2023,['Distribuido']
pedi01234acuIPQ,provUni273IR,15/09/2023,['Pagado']
pedi01234fEFLTY,provTTA249IT,15/09/2023,['Distribuido']
pedi01234yDFMPX,provUAS964IT,15/09/2023,['Distribuido']
pedi01234opCDKR,provDeo025SP,15/09/2023,['Por hacer']
pedi01234cfkGJP,provAdL707SP,15/09/2023,['Pagado']
pedi01234aipwIY,provMaU551UK,15/09/2023,['Recibido']
pedi01234mqFHIK,provBGS521IT,15/09/2023,['Pagado']
pedi01234fBJQVX,provSaS872IT,15/09/2023,['Por hacer']
pedi01234wxBKST,provAsS129IT,15/09/2023,['Por hacer']
pedi01234txKLTZ,provDPG813FR,15/09/2023,['Recibido']
pedi01234doEGJL,provVVB039GE,15/09/2023,['Distribuido']
pedi01234fgiBDK,provZSS361SP,15/09/2023,['Almacenado']
pedi01234abnxJQ,provRMS001IT,15/09/2023,['Distribuido']
pedi01234cdksHS,provHSH047UK,15/09/2023,['Almacenado']
pedi01234lwCEGJ,provRat613GE,15/09/2023,['Almacenado']
pedi01234kBHIUW,provEne004IT,15/09/2023,['Distribuido']
pedi01234aktPSZ,provEvo408GE,14/09/2023,['Pagado']
pedi01234dijyDH,provSpe920UK,14/09/2023,['De Camino']
pedi01234ilxDNQ,provDia214UK,14/09/2023,['Por hacer']
pedi01234epvKRY,provAIG289SP,14/09/2023,['Pagado']
pedi01234nwEIMW,provBGS521IT,14/09/2023,['Pagado']
pedi01234bhsyDN,provEif549FR,14/09/2023,['Almacenado']
pedi01234fvzJVY,provKUK710GE,14/09/2023,['Distribuido']
pedi01234fjmwEH,provBFS790IT,14/09/2023,['Por hacer']
pedi01234buyDIY,provAsS129IT,14/09/2023,['Almacenado']
pedi01234bnrKQU,provAgC974SP,14/09/2023,['Pagado']
pedi01234eqAFGK,provBun716UK,14/09/2023,['Pagado']
pedi01234agpTUW,provAnt183SP,14/09/2023,['De Camino']
pedi01234inpzQV,provEQT795IR,14/09/2023,['Por hacer']
pedi01234bcCEKQ,provCom628UK,13/09/2023,['Por hacer']
pedi01234cnoHMZ,provPuG251FR,13/09/2023,['Por hacer']
pedi01234dikPUY,provKUK710GE,13/09/2023,['Almacenado']
pedi01234hpDHRY,provLin564UK,13/09/2023,['Almacenado']
pedi01234iksvCW,provUni273IR,13/09/2023,['Pagado']
pedi01234pzAEOX,provGES446SP,13/09/2023,['Por hacer']
pedi01234bilAKO,provG&T371FR,13/09/2023,['Almacenado']
pedi01234cdBHIX,provMed974GE,13/09/2023,['Recibido']
pedi01234kvCILQ,provFaB915SP,13/09/2023,['Pagado']
pedi01234vHKLSV,provLin564UK,13/09/2023,['De Camino']
pedi01234rBCHJR,provKUK710GE,13/09/2023,['Pagado']
pedi01234kopEIW,provLin564UK,13/09/2023,['Pagado']
pedi01234fgnrMP,provATG036UK,13/09/2023,['Almacenado']
pedi01234kvJRUX,provDia214UK,13/09/2023,['Pagado']
pedi01234gjBCFU,provMal000IR,13/09/2023,['Pagado']
pedi01234gosuBL,provDia214UK,13/09/2023,['De Camino']
pedi01234cdhyzN,provViE732UK,13/09/2023,['Por hacer']
pedi01234noDRTZ,provBGS521IT,13/09/2023,['Distribuido']
pedi01234agntAY,provUni273IR,13/09/2023,['De Camino']
pedi01234clABEP,provVVB039GE,13/09/2023,['Distribuido']
pedi01234ahkqvY,provTF1453FR,13/09/2023,['Pagado']
pedi01234hkouyz,provPuG251FR,13/09/2023,['Distribuido']
pedi01234cehvGQ,provFUM061IT,12/09/2023,['De Camino']
pedi01234bfquFM,provMal000IR,12/09/2023,['De Camino']
pedi01234gimETW,provGla904IR,12/09/2023,['Recibido']
pedi01234jkquCJ,provSpe920UK,12/09/2023,['Distribuido']
pedi01234brISYZ,provHSH047UK,12/09/2023,['Almacenado']
pedi01234ahuEKS,provXXX959FR,12/09/2023,['Distribuido']
pedi01234lnGPQT,provDia214UK,12/09/2023,['Almacenado']
pedi01234jptwDU,provKUK710GE,12/09/2023,['Por hacer']
pedi01234mvHLOY,provSiH990GE,12/09/2023,['Pagado']
pedi01234dfhpvV,provHeM574GE,12/09/2023,['Distribuido']
pedi01234azLNTY,provLDC071FR,12/09/2023,['Por hacer']
pedi01234brMPYZ,provPuG251FR,12/09/2023,['De Camino']
pedi01234bfqAKW,provSPH558SP,12/09/2023,['Pagado']
pedi01234imqtST,provEne004IT,12/09/2023,['Distribuido']
pedi01234qwzJWY,provDia214UK,12/09/2023,['Pagado']
pedi01234dkCEHK,provVos971GE,12/09/2023,['Distribuido']
pedi01234louHTY,provSMI564UK,12/09/2023,['De Camino']
pedi01234afmouM,provCro019GE,12/09/2023,['Recibido']
pedi01234flvIQV,provPVT362GE,12/09/2023,['Distribuido']
pedi01234lyDHRU,provSac959SP,12/09/2023,['De Camino']
pedi01234rKMNUZ,provXXX959FR,12/09/2023,['De Camino']
pedi01234euzCFL,provRCP385UK,11/09/2023,['Distribuido']
pedi01234noJMPV,provBFS790IT,11/09/2023,['De Camino']
pedi01234jqyDLX,provMaM160UK,11/09/2023,['Almacenado']
pedi01234gnARSU,provPIS094IT,11/09/2023,['De Camino']
pedi01234ioxyAR,provTBG804UK,11/09/2023,['Pagado']
pedi01234hjoqCT,provDPG813FR,11/09/2023,['Distribuido']
pedi01234gprwKN,provBGS521IT,11/09/2023,['Recibido']
pedi01234ceopUW,provEvo408GE,11/09/2023,['Por hacer']
pedi01234otuzSU,provAgC974SP,11/09/2023,['Almacenado']
pedi01234ksxzBU,provDPG813FR,11/09/2023,['Distribuido']
pedi01234cekNOV,provVos971GE,11/09/2023,['Por hacer']
pedi01234giyGOZ,provMor734GE,11/09/2023,['De Camino']
pedi01234fhkyFW,provVVB039GE,11/09/2023,['De Camino']
pedi01234bejxER,provATG036UK,11/09/2023,['Distribuido']
pedi01234gDFHLU,provATG036UK,11/09/2023,['Almacenado']
pedi01234rwxPTV,provRDM331IT,11/09/2023,['Por hacer']
pedi01234bhnvQV,provGla159UK,11/09/2023,['Por hacer']
pedi01234anuDGX,provG&T371FR,11/09/2023,['Distribuido']
pedi01234abcIOQ,provCom628UK,11/09/2023,['Distribuido']
pedi01234lwxyYZ,provGlP735IR,11/09/2023,['Recibido']
pedi01234twyIJM,provLDC071FR,11/09/2023,['Pagado']
pedi01234cBFKMN,provViE732UK,11/09/2023,['Almacenado']
pedi01234qsHMTX,provKUK710GE,11/09/2023,['Pagado']
pedi01234cijotv,provXXX959FR,10/09/2023,['Almacenado']
pedi01234qtDTUZ,provKUK710GE,10/09/2023,['Distribuido']
pedi01234alyDPZ,provGUW155UK,10/09/2023,['De Camino']
pedi01234cwzFNP,provRDM331IT,10/09/2023,['Pagado']
pedi01234bdkxzG,provVos971GE,10/09/2023,['Pagado']
pedi01234hrxyPX,provEne685UK,10/09/2023,['Distribuido']
pedi01234twBDJT,provAnt183SP,10/09/2023,['Distribuido']
pedi01234coqswC,provPIS094IT,10/09/2023,['Pagado']
pedi01234fnoFHY,provBEL953FR,10/09/2023,['De Camino']
pedi01234bsJMQR,provSaS872IT,10/09/2023,['Por hacer']
pedi01234louFSU,provVVB039GE,10/09/2023,['Pagado']
pedi01234crtHLX,provHSH047UK,10/09/2023,['Por hacer']
pedi01234hyEFRX,provRat613GE,10/09/2023,['Pagado']
pedi01234luDMVX,provATG036UK,10/09/2023,['Distribuido']
pedi01234dijksP,provZSS361SP,10/09/2023,['Pagado']
pedi01234afhsCS,provB.S543IT,10/09/2023,['Almacenado']
pedi01234lvGHRU,provPIS094IT,10/09/2023,['De Camino']
pedi01234aeuvLR,provGUW155UK,10/09/2023,['Pagado']
pedi01234jkzCDI,provTIS088SP,10/09/2023,['Distribuido']
pedi01234kwFGHJ,provPIS094IT,10/09/2023,['Recibido']
pedi01234cmnENU,provRob233FR,10/09/2023,['Pagado']
pedi01234eluNOT,provGES446SP,09/09/2023,['Distribuido']
pedi01234szIOPY,provATG036UK,09/09/2023,['De Camino']
pedi01234kqtwMP,provSSG189GE,09/09/2023,['Pagado']
pedi01234qAFGRW,provVVB039GE,09/09/2023,['Almacenado']
pedi01234dlvVYZ,provAIG289SP,09/09/2023,['Pagado']
pedi01234sFGJPS,provNUB454GE,09/09/2023,['Pagado']
pedi01234diluAP,provLDC071FR,09/09/2023,['Pagado']
pedi01234bcgjAN,provPIS094IT,09/09/2023,['Almacenado']
pedi01234brtxDU,provAgC974SP,09/09/2023,['Almacenado']
pedi01234ilDFQT,provTTA249IT,09/09/2023,['Distribuido']
pedi01234bfhtKP,provZSS361SP,09/09/2023,['Distribuido']
pedi01234hyIJRW,provAsS129IT,09/09/2023,['Pagado']
pedi01234glwTVW,provAsS129IT,09/09/2023,['Por hacer']
pedi01234fnrsHP,provTF1453FR,09/09/2023,['Almacenado']
pedi01234otzKLN,provDia214UK,09/09/2023,['Pagado']
pedi01234eqxBHP,provTF1453FR,09/09/2023,['De Camino']
pedi01234kqxHJM,provInS880IT,09/09/2023,['Almacenado']
pedi01234dgjwFH,provAgC974SP,09/09/2023,['Pagado']
pedi01234euAJWY,provDuF994SP,09/09/2023,['Distribuido']
pedi01234BFKMOZ,provTBB562UK,09/09/2023,['Distribuido']
pedi01234fhpyCG,provEMC389IT,09/09/2023,['Distribuido']
pedi01234enrsAT,provEQT795IR,09/09/2023,['De Camino']
pedi01234ekyzEH,provEne685UK,09/09/2023,['Pagado']
pedi01234suADLP,provViE732UK,09/09/2023,['Almacenado']
pedi01234dtuHNP,provLin564UK,09/09/2023,['Por hacer']
pedi01234eghmzE,provMaU551UK,09/09/2023,['Almacenado']
pedi01234clBKQY,provASI979UK,09/09/2023,['Pagado']
pedi01234hquyGJ,provUni273IR,09/09/2023,['Por hacer']
pedi01234wzELUV,provHeM574GE,09/09/2023,['Por hacer']
pedi01234fAEFKT,provASI979UK,09/09/2023,['Pagado']
pedi01234guyBET,provHeM574GE,09/09/2023,['De Camino']
pedi01234cqyFUZ,provTTA249IT,08/09/2023,['Distribuido']
pedi01234ijzIKP,provInS880IT,08/09/2023,['Recibido']
pedi01234bcgnIU,provAgC974SP,08/09/2023,['Recibido']
pedi01234bdlvEP,provBFS790IT,08/09/2023,['Almacenado']
pedi01234dqrHJV,provSMI564UK,08/09/2023,['De Camino']
pedi01234pqsELZ,provMor734GE,08/09/2023,['Pagado']
pedi01234mtxyFZ,provDPG813FR,08/09/2023,['Pagado']
pedi01234befpzM,provPIS094IT,08/09/2023,['Almacenado']
pedi01234lpsHTW,provKUK710GE,08/09/2023,['Distribuido']
pedi01234jlmrMU,provTIS088SP,08/09/2023,['Pagado']
pedi01234djnvyN,provSaS872IT,08/09/2023,['De Camino']
pedi01234hDJKST,provEne004IT,08/09/2023,['Almacenado']
pedi01234bdrtHX,provSaS872IT,08/09/2023,['Almacenado']
pedi01234brJQRT,provIGS852IT,08/09/2023,['Distribuido']
pedi01234nuyEGJ,provEvo408GE,08/09/2023,['Almacenado']
pedi01234mozBFP,provSaS872IT,08/09/2023,['Pagado']
pedi01234bhmqIN,provCro019GE,08/09/2023,['Distribuido']
pedi01234bhoFHN,provEQT795IR,08/09/2023,['Distribuido']
pedi01234elmCVY,provAgC974SP,08/09/2023,['Almacenado']
pedi01234noyHUZ,provRat613GE,08/09/2023,['De Camino']
pedi01234btuzDS,provInS880IT,07/09/2023,['Pagado']
pedi01234abpuzU,provZSS361SP,07/09/2023,['Pagado']
pedi01234bimKOP,provGla159UK,07/09/2023,['De Camino']
pedi01234svwDIQ,provPIS094IT,07/09/2023,['Por hacer']
pedi01234bjszKM,provGUW155UK,07/09/2023,['De Camino']
pedi01234jrCGMX,provIGS852IT,07/09/2023,['Recibido']
pedi01234adiKLT,provRMS001IT,07/09/2023,['Por hacer']
pedi01234muADJV,provInS880IT,07/09/2023,['Pagado']
pedi01234htuxOZ,provSaS872IT,07/09/2023,['Pagado']
pedi01234muvzPS,provPuG251FR,07/09/2023,['Almacenado']
pedi01234nyzCDK,provDeo025SP,07/09/2023,['De Camino']
pedi01234rwxNRU,provAIG289SP,07/09/2023,['Distribuido']
pedi01234chiwBJ,provBFS790IT,07/09/2023,['Distribuido']
pedi01234irstKL,provAgC974SP,07/09/2023,['Distribuido']
pedi01234fiuMPY,provCro019GE,07/09/2023,['Pagado']
pedi01234jxHNUZ,provNaG379UK,07/09/2023,['Distribuido']
pedi01234lmsBPS,provMor734GE,07/09/2023,['Distribuido']
pedi01234blsCHQ,provMaU551UK,07/09/2023,['De Camino']
pedi01234cdrJUZ,provAsS129IT,07/09/2023,['De Camino']
pedi01234abwFLO,provHeM574GE,07/09/2023,['De Camino']
pedi01234ouxyBX,provSiH990GE,07/09/2023,['Pagado']
pedi01234hqHNQY,provGES446SP,07/09/2023,['Almacenado']
pedi01234cinruR,provInS639SP,07/09/2023,['Pagado']
pedi01234eitvxV,provLin564UK,07/09/2023,['De Camino']
pedi01234hqCKWX,provB.S543IT,07/09/2023,['Distribuido']
pedi01234gnxCQV,provCro019GE,07/09/2023,['Recibido']
pedi01234hvxFJY,provInS639SP,07/09/2023,['Pagado']
pedi01234lCEQRU,provFaB915SP,06/09/2023,['Distribuido']
pedi01234eflwEM,provAdL707SP,06/09/2023,['Almacenado']
pedi01234bfruCS,provPIS094IT,06/09/2023,['Pagado']
pedi01234BCFGQT,provEMC389IT,06/09/2023,['Por hacer']
pedi01234fjmxJW,provNaG379UK,06/09/2023,['Distribuido']
pedi01234jDJRST,provEMC389IT,06/09/2023,['Distribuido']
pedi01234itzACM,provViE732UK,06/09/2023,['Distribuido']
pedi01234abcden,provEne685UK,06/09/2023,['Almacenado']
pedi01234cetBFL,provKUK710GE,06/09/2023,['Distribuido']
pedi01234fjnsQV,provAgC974SP,06/09/2023,['Almacenado']
pedi01234rAKPXY,provNaG379UK,06/09/2023,['Distribuido']
pedi01234ckzXYZ,provHA&069GE,06/09/2023,['Pagado']
pedi01234dfloQT,provFUM061IT,06/09/2023,['Distribuido']
pedi01234bktCKS,provEQT795IR,06/09/2023,['De Camino']
pedi01234rvJLSY,provCro019GE,06/09/2023,['De Camino']
pedi01234deflBS,provSaS872IT,06/09/2023,['Almacenado']
pedi01234pquJYZ,provAsS129IT,06/09/2023,['Distribuido']
pedi01234dhkrEV,provRDM331IT,06/09/2023,['De Camino']
pedi01234duvJOV,provMed974GE,06/09/2023,['Almacenado']
pedi01234lrzAKP,provRDM331IT,06/09/2023,['Pagado']
pedi01234cmopyG,provRat613GE,06/09/2023,['Por hacer']
pedi01234ahlsxL,provPIS094IT,06/09/2023,['De Camino']
pedi01234bzBDHS,provDeo025SP,06/09/2023,['Por hacer']
pedi01234nrtBCT,provAIG289SP,06/09/2023,['Recibido']
pedi01234blrsKX,provUAS964IT,06/09/2023,['Pagado']
pedi01234xBIKXZ,provSFS792IT,06/09/2023,['Almacenado']
pedi01234auwEGQ,provDia214UK,06/09/2023,['Pagado']
pedi01234dmuvNY,provPuG251FR,06/09/2023,['Almacenado']
pedi01234abnHLS,provTBB562UK,06/09/2023,['Por hacer']
pedi01234fnrxQZ,provG&T371FR,06/09/2023,['De Camino']
pedi01234ijqJOY,provSiH990GE,06/09/2023,['De Camino']
pedi01234cgkvTY,provHeM574GE,05/09/2023,['De Camino']
pedi01234vwBFGX,provATG036UK,05/09/2023,['Recibido']
pedi01234acjxAI,provASI979UK,05/09/2023,['Distribuido']
pedi01234gtwKUZ,provTBB562UK,05/09/2023,['Distribuido']
pedi01234ailqDH,provKUK710GE,05/09/2023,['Distribuido']
pedi01234ejyBJM,provAgC974SP,05/09/2023,['Pagado']
pedi01234cdjost,provDeo025SP,05/09/2023,['Distribuido']
pedi01234jluBGH,provRat613GE,05/09/2023,['Recibido']
pedi01234adjklN,provAsS356IT,05/09/2023,['Pagado']
pedi01234ejqtuS,provEdF497FR,05/09/2023,['Almacenado']
pedi01234apvAEH,provOrS801IT,05/09/2023,['Recibido']
pedi01234suwLMP,provLDC071FR,05/09/2023,['Distribuido']
pedi01234bejpIU,provEvo408GE,05/09/2023,['Distribuido']
pedi01234aILPVZ,provLin564UK,05/09/2023,['Por hacer']
pedi01234aoIMPY,provAdL707SP,05/09/2023,['Pagado']
pedi01234hnswEO,provNaG379UK,05/09/2023,['Distribuido']
pedi01234uzHRXZ,provNUB454GE,05/09/2023,['De Camino']
pedi01234imoSTZ,provPIS094IT,05/09/2023,['Almacenado']
pedi01234uzANOW,provEvo408GE,05/09/2023,['De Camino']
pedi01234dEJQRX,provGla159UK,05/09/2023,['Distribuido']
pedi01234befJXY,provMaU551UK,05/09/2023,['De Camino']
pedi01234cgkxEF,provPIS094IT,05/09/2023,['Almacenado']
pedi01234dgkuET,provUni273IR,05/09/2023,['Por hacer']
pedi01234jBDERU,provTIS088SP,05/09/2023,['Distribuido']
pedi01234diluBL,provSac959SP,05/09/2023,['Pagado']
pedi01234hkEGIR,provCom628UK,05/09/2023,['Distribuido']
pedi01234djovJU,provLin564UK,05/09/2023,['Distribuido']
pedi01234enrJTZ,provSaS872IT,05/09/2023,['Distribuido']
pedi01234txAFPR,provGES446SP,05/09/2023,['Pagado']
pedi01234exEOQU,provGES446SP,05/09/2023,['Almacenado']
pedi01234fmAJMN,provAsS129IT,05/09/2023,['Distribuido']
pedi01234gvHJYZ,provViE732UK,05/09/2023,['Distribuido']
pedi01234luwFIV,provTal685SP,04/09/2023,['Pagado']
pedi01234vwzEHY,provATG036UK,04/09/2023,['Recibido']
pedi01234mntuyH,provMaU551UK,04/09/2023,['Distribuido']
pedi01234cjkBMQ,provRCP385UK,04/09/2023,['Distribuido']
